Otu000082,0.748
Otu000117,0.736
Otu000075,0.686
Otu000091,0.616
Otu000176,0.564
Otu000343,0.518
Otu000094,0.436
Otu000026,0.376
Otu000025,0.374
Otu000246,0.336
Otu000222,0.32
Otu000024,0.278
Otu000007,0.268
Otu000335,0.268
Otu000034,0.266
Otu000041,0.262
Otu000147,0.258
Otu000096,0.254
Otu000212,0.248
Otu000287,0.228
Otu000059,0.208
Otu000061,0.208
Otu000330,0.204
Otu000103,0.2
Otu000090,0.18
Otu000173,0.178
Otu000067,0.16
Otu000046,0.156
Otu000106,0.15
Otu000139,0.146
Otu000247,0.132
Otu000073,0.122
Otu000414,0.122
Otu000665,0.114
Otu000009,0.112
Otu000158,0.11
Otu000058,0.11
Otu000163,0.108
Otu000086,0.098
Otu000084,0.096
Otu000060,0.092
Otu000160,0.092
Otu000005,0.078
Otu000152,0.07
Otu000169,0.07
Otu000219,0.068
Otu000204,0.062
Otu000113,0.058
Otu000271,0.058
Otu000001,0.05
Otu000040,0.05
Otu000085,0.05
Otu000047,0.048
Otu000036,0.044
Otu000079,0.036
Otu000112,0.032
Otu000006,0.032
Otu000016,0.028
Otu000143,0.024
Otu000104,0.022
Otu000196,0.022
Otu000124,0.02
Otu000175,0.018
Otu000033,0.016
Otu000083,0.016
Otu000290,0.014
Otu000019,0.012
Otu000284,0.012
Otu000038,0.012
Otu000095,0.01
Otu000049,0.008
Otu000123,0.008
Otu000011,0.006
Otu000098,0.006
Otu000107,0.006
Otu000213,0.004
Otu000012,0.004
Otu000023,0.002
Otu000020,0.002
Otu000053,0.002
Otu000030,0.0
Otu000057,0.0
Otu000004,0.0
Otu000115,0.0
Otu000119,0.0
Otu000078,0.0
Otu000010,0.0
Otu000017,0.0
Otu000029,0.0
Otu000050,0.0
Otu000022,0.0
Otu000048,0.0
Otu000043,0.0
Otu000027,0.0
Otu000042,0.0
