,RL HNA,RL LNA,RL ranking LNA
0,0.048428986005568775,0.4574965798229004,1.0
1,0.0246640025178948,0.4601165744362009,2.0
2,0.2506011702605426,0.6041546965995085,3.0
3,0.25167568421704756,0.5953287073511415,4.0
4,0.2442099517335362,0.7203348291253137,5.0
5,0.2441965769764699,0.6930404017381766,6.0
6,0.22749907943739622,0.7870024876245887,7.0
7,0.25478112112425433,0.8141957489911572,9.0
8,0.25270257123027373,0.8207711714826382,11.0
9,0.26258161703014926,0.8477362974459182,12.0
10,0.24747012259474466,0.8483377820019992,13.0
11,0.35848523512848574,0.8520126036086924,14.0
12,0.35848397874825744,0.8505080548634818,15.0
13,0.38158734214392254,0.8460122635373997,16.0
14,0.37660256806243353,0.8664092283277528,17.0
15,0.35146906151853285,0.8637347933578091,18.0
16,0.33879815592778406,0.8676432896539086,19.0
17,0.3387981013817981,0.8660511144075422,20.0
18,0.3387981013817981,0.8783427134853268,21.0
19,0.32789089521386483,0.871917875812021,22.0
20,0.32789093578892026,0.8502625173353557,23.0
21,0.3871905819624699,0.8530703543098218,24.0
22,0.38719113432395325,0.8538015293463862,26.0
23,0.38719141075291685,0.8506003754919393,27.0
24,0.38719141075291685,0.8507525398840075,28.0
25,0.3877228875945584,0.8552089030425607,29.0
26,0.33651490867259626,0.8486738966757452,30.0
27,0.3175483363375323,0.8194594888768492,31.0
28,0.314559594157217,0.817775523676722,33.0
29,0.30913003179772425,0.8116655674751645,34.0
30,0.30189578273753437,0.8074965659321456,35.0
31,0.27733016137267785,0.7939379704229304,36.0
32,0.2620077262752548,0.7721664380707715,38.0
33,0.2620077262752548,0.769128606957175,41.0
34,0.30390062433122844,0.7511985222299077,42.0
35,0.30390062433122844,0.7456905106505122,44.0
36,0.3039004077648707,0.7430226779491053,45.0
37,0.30242477003783963,0.7380276537440515,46.0
38,0.30242477003783963,0.7363781383486163,48.0
39,0.30241433825207564,0.7367132428675889,50.0
40,0.30241433949028407,0.746230375245786,51.0
41,0.3091447471220561,0.7389557315557225,53.0
42,0.30914481015651574,0.7068550354002795,55.0
43,0.3120921862774889,0.7060736070316802,60.0
44,0.325687136577682,0.7246003529729531,63.0
45,0.325687136577682,0.7045355573954344,64.0
46,0.32262698273282353,0.7038599086342373,65.0
47,0.32262684789462737,0.7038616215737499,66.0
48,0.322626449704868,0.6982882710527027,67.0
49,0.3256362735492978,0.698384681617003,68.0
50,0.3256362735492978,0.6958109265657952,72.0
51,0.3256362735492978,0.6941768274185348,73.0
52,0.35547511151885725,0.6948692612490699,74.0
53,0.3511402260218831,0.6948692651058896,76.0
54,0.35114128810187917,0.6948693043124119,78.0
55,0.34681723409376275,0.6924117121414275,79.0
56,0.3095058691817507,0.6924122410748941,83.0
57,0.38165585920954825,0.6924132830716514,89.0
58,0.37222399512022586,0.692411851233993,90.0
59,0.3665054009597012,0.6915794686914898,93.0
60,0.3743033488627179,0.6915794145305388,97.0
61,0.37430257170837977,0.6915812747594378,98.0
62,0.37430275259711276,0.6915812771196417,100.0
63,0.37430320253678007,0.6915812368716083,102.0
64,0.37119257190040067,0.6914871064450765,103.0
65,0.371191735593001,0.6914871064450765,105.0
66,0.3706124293362587,0.6914871236721292,107.0
67,0.37062540886817996,0.6888610110869657,108.0
68,0.3771503226601479,0.6888609315570686,110.0
69,0.37715328576576224,0.6888609155585421,111.0
70,0.37715469030699544,0.6888609155585421,116.0
71,0.3558580692930522,0.6888609155585421,118.0
72,0.3102707700419868,0.6888609155359549,119.0
73,0.3102707700419868,0.6888609155359549,120.0
74,0.3123538053570398,0.6888617884491881,121.0
75,0.3123568988808987,0.6888617884491881,122.0
76,0.30982759295670137,0.6888617884491881,125.0
77,0.3085510494701611,0.6888615934464242,128.0
78,0.3085510554886962,0.6888615934464242,132.0
79,0.30855119272495546,0.688864582506868,135.0
80,0.30854537486765654,0.6888650755554859,136.0
81,0.32921006641421635,0.6860035812792216,139.0
82,0.3292100510325493,0.6860035812792216,141.0
83,0.33028271307637114,0.6860071284057516,143.0
84,0.33028669019128654,0.6860072314463632,146.0
85,0.33028669019128654,0.6860072245006665,147.0
86,0.32670730295572836,0.6860070766835416,148.0
87,0.312474270983656,0.686007079664069,150.0
88,0.3124732159244248,0.6860070897336232,153.0
89,0.3250359273985882,0.6860070897336232,155.0
90,0.3250469636294736,0.6860071323443959,157.0
91,0.3250602037179433,0.6860033017361806,158.0
92,0.32256718768353776,0.6860032619643361,160.0
93,0.3174349024209394,0.6860062465966157,162.0
94,0.3141123414820638,0.6860062465966157,164.0
95,0.3111395042351601,0.6860062370835311,165.0
96,0.32952631070696436,0.686005395232993,166.0
97,0.3272953362728349,0.6860054244975878,168.0
98,0.33333988115404356,0.686005426536503,169.0
99,0.3333380314107429,0.6860052568102549,171.0
100,0.32849364291899186,0.6860058536470977,174.0
101,0.3241897399678356,0.6860059519128259,177.0
102,0.3241897399678356,0.6860048040302003,179.0
103,0.3202766866885036,0.6860055150419349,181.0
104,0.3202766866885036,0.686005490283637,183.0
105,0.3202766866885036,0.6860045162097936,184.0
106,0.3192672430790856,0.6860050005340927,185.0
107,0.3192627974840032,0.6860049204891614,186.0
108,0.3192644249926473,0.6860049204891614,189.0
109,0.3192644249926473,0.6860049204891615,190.0
110,0.3192645759865512,0.6860050315536339,191.0
111,0.31927188052456823,0.6860049769551335,192.0
112,0.31927188052456823,0.6860049769551335,193.0
