,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV,kendall,p_kendall
Otu000271,0.592,285.6280715533592,2.2847805021281484,0.00010339565595628776,2.179108458566977,0.42517006802721086,1.633152496250635e-05
Otu000168,0.586,223.43964356308572,3.190291209807206,6.417661404183061e-05,2.4659460492266168,0.3962585034013605,5.898289676856399e-05
Otu000081,0.578,355.4060640446965,4.240072855376613,9.269955361598368e-05,3.0315870789017514,0.29761904761904756,0.002553382832104992
Otu000216,0.572,1413.46730845099,1.8857856171329797,0.0005526319542491691,1.2485211508698708,0.4506802721088435,4.911969524772735e-06
Otu001300,0.564,87.93083605727402,2.7386044811312398,3.565367446767959e-05,2.6424420523448933,0.17857142857142855,0.07027013060567645
Otu000487,0.55,312.1588852361698,2.9599135168587667,0.0001354839629772041,2.7005330173922104,0.173469387755102,0.07867157440867804
Otu001209,0.518,496.50149817595843,3.660713822128054,0.0005205436472282714,3.85562880008551,-0.11224489795918366,0.255196363753572
Otu000540,0.512,220.72107107952206,3.123148883507657,0.0002567064561673592,3.659903405804038,-0.227891156462585,0.02088173655437838
Otu000175,0.478,1658.448725542292,4.795103006633777,0.00043140946105903866,3.370031266805857,0.33673469387755095,0.0006414477756297163
Otu000359,0.466,393.2409265965723,4.915892582897828,9.269955361598368e-05,3.443014896556756,0.2874149659863945,0.003573967737896971
Otu000575,0.458,218.3689535785594,2.9198709292630634,0.00012478786063690613,3.104298095651879,0.07653061224489795,0.43787582308260087
Otu000256,0.426,1338.7740828363217,2.058506358049582,0.001818337397852198,2.512311540888755,-0.5799319727891156,4.134314156612023e-09
Otu000025,0.422,29623.912233045616,1.3361439640954798,0.013616138279211036,0.7250008846123686,0.4064625850340135,3.784099397553616e-05
Otu000195,0.41,166.11629179858528,2.8006686144626256,8.556881872244287e-05,2.210068762546971,0.006802721088435374,0.945022506107728
Otu000261,0.406,200.28203036623458,4.133713267254408,5.348051170152654e-05,2.922106039093205,0.2738095238095238,0.005510214550181909
Otu000203,0.378,515.84835213102,3.0825739153847325,0.0002638371910608837,2.1924903510884755,-0.18367346938775506,0.06261937462812062
Otu000391,0.356,391.29574129337243,2.8538741453622922,0.0002495757212738225,2.707320323370291,-0.01530612244897959,0.8766975149490891
Otu001157,0.346,242.05391094211274,2.748624439102606,0.00011409175829658572,1.7276403592582992,0.11564625850340135,0.24107757968146992
Otu000431,0.34,177.58695612458837,2.2463066073269946,0.00013191859553044082,2.455818510817165,0.018707482993197275,0.8495940753186882
Otu000099,0.318,2797.86246053994,1.4394668477830552,0.0021320897331678504,1.6456084018346089,-0.23979591836734693,0.015065792926576307
Otu000060,0.302,2248.672251907471,1.6840813016265075,0.0008592535546713205,1.5089064851781924,0.6139455782312924,4.861188379909674e-10
Otu000509,0.302,127.64467024629556,2.1291876803953453,0.00018896447467874286,2.333073736597618,-0.46768707482993194,2.1276089190125014e-06
Otu000346,0.294,767.3672789425831,1.4957176682255149,0.00037436358191071217,1.256538454998139,0.3384353741496598,0.0006020380730370326
Otu000539,0.27,451.78552374106874,1.0236445478926794,0.0003529713772300938,1.1135895987189235,-0.29081632653061223,0.0031985386146235997
Otu000062,0.264,389.23741716011364,1.9782153035784709,0.00019966057701904482,2.1283674299019424,0.30782312925170063,0.0018061757988190434
Otu000249,0.26,3976.762270304051,0.8894830569323181,0.002235485389124154,0.7055130931097601,0.24999999999999994,0.01126942029751776
Otu000336,0.26,262.2909256770635,2.885798247244737,0.00014261469787074286,2.1752155065650034,-0.04251700680272108,0.6664743483965757
Otu002456,0.254,89.94769616473427,2.316839957184147,8.556881872244081e-05,2.2100687625470337,-0.24489795918367344,0.013045943759322791
Otu000357,0.254,319.18695466599655,2.7627714536560135,0.00012478786063690819,2.7110883423452585,0.19557823129251697,0.04741635522881224
Otu000601,0.252,214.6991332392076,2.823400943814822,0.00017113763744489794,2.2198704460969085,-0.3112244897959183,0.0016057523748368799
Otu000242,0.244,1055.124091565767,5.475595208812211,0.0002424449863802836,3.826634297412992,0.13095238095238093,0.18435832271640418
Otu000937,0.242,245.60103840899055,2.8645693649656923,0.00011052639084982042,2.204746873358024,0.01530612244897959,0.8766975149490891
Otu000873,0.24,194.96972712995057,1.9497471486742408,0.00012122249319012859,1.7454525691867544,0.018707482993197275,0.8495940753186882
Otu000490,0.234,2793.435175773686,1.6393320089672923,0.0013691010995592879,1.2782587076968643,0.2534013605442177,0.010207754748271406
Otu000027,0.234,31592.751384079937,0.8429797893332338,0.018258246694904362,0.605706928682176,0.11734693877551018,0.23422829867799477
Otu001568,0.234,432.57360402030827,2.7817999599859893,0.00017826837233843055,1.749533271094647,0.13605442176870747,0.16784120746850628
